,id,bedrooms,numberOfImages,numberOfFloorplans,numberOfVirtualTours,summary,displayAddress,propertySubType,premiumListing,featuredProperty,price,transactionType,commercial,development,residential,students,auction,feesApply,displaySize,channel,firstVisibleDate,onlineViewingsAvailable,heading,formattedBranchName,addedOrReduced,isRecent,hasBrandPlus,propertyTypeFullDescription,latitude,longitude,displayPrice,listingUpdateReason,listingUpdateDate,branchName,branchLocation,region_id
21,86447890,2,8,0,0,"*Guide Price: £48,000 +. Public Auction : Thursday, 10 December 2020 at , Virtual Livestream Online Auction GET READY TO BID BY VISITING THE AUCTIONEERS WEBSITE GUIDE PRICES & RESERVE PRICES Guide Price
An indication of the seller’s current minimum acceptable price at auc...","66 PENDLE COURT, LEIGH, LANCASHIRE",Flat,False,False,48000,buy,False,False,True,False,True,False,,BUY,,False,," by Sutton Kersh Auction, Liverpool - Auction",Added on 05/11/2020,False,True,2 bedroom flat for sale,53.49143,-2.50096,48000.0,new,,Sutton Kersh Auction,Liverpool - Auction,E05000853
22,65297016,2,10,0,0,Adore Properties are pleased to offer For Sale this IMMACULATELY PRESENTED two bedroom ground floor apartment with 50% ownership. The property is situated a short walk away from Westhoughton town centre and excellent transport links including train station and motorway. The property benefits from...,"Anderby Place, Westhoughton, BL5 3BT",Apartment,False,False,47500,buy,False,False,True,False,False,False,,BUY,,False,," by Adore Properties, Bolton",Added on 16/11/2020,False,True,2 bedroom apartment for sale,53.5573,-2.52476,47500.0,new,,Adore Properties,Bolton,E05000668
23,100009670,2,10,1,1," BIDDING STARTS online on the 8th December and concludes on the 9th December. Please visit for more information Offered for sale by auction is this two bedroom mid terrace property placed on the periphery of the town centre of Bolton, within particularly easy re...","Viking Street, Burnden Park, Bolton  TWO BED TERRACE, IDEAL INVESTMENT, CLOSE TO TOWN CENTRE",Terraced,False,False,45000,buy,False,False,True,False,True,False,,BUY,,False,," by Cardwells Sales, Lettings, Management & Commercial, Bolton",Added on 18/11/2020,False,True,2 bedroom terraced house for sale,53.565117,-2.415784,45000.0,new,,"Cardwells Sales, Lettings, Management & Commercial",Bolton,E05000656
24,97801844,0,8,0,0,"Situated on Nelson Square in the centre of Bolton is this modern block of studio apartments which are handily located close to all of Bolton's amenities. Internally the property offers a bedroom, lounge/living area and shower room. Superb investment opportunity.","6 Nelson Square, Bolton",Apartment,False,False,45000,buy,False,False,True,False,False,False,,BUY,,False,," by Jordan & Halstead, Chester - Sales",Added on 17/02/2020,False,True,Studio apartment for sale,53.577857,-2.427103,45000.0,new,,Jordan & Halstead,Chester - Sales,E05000656
25,80825464,1,8,1,0,"This property is for sale by the Modern Method of Auction which is not to be confused with traditional auction. The Modern Method of Auction is a flexible buyer friendly method of purchase. We do not require the purchaser to exchange contracts immediately, however from the date the Draft Contract...","Pilkington Drive, Whitefield, Manchester, Greater Manchester, M45",Apartment,False,False,45000,buy,False,False,True,False,True,False,,BUY,,False,," by Miller Metcalfe, Bury",Reduced on 09/11/2020,False,True,1 bedroom apartment for sale,53.55618,-2.273319,45000.0,price_reduced,,Miller Metcalfe,Bury,E05000670
26,70526943,2,10,0,0,"INVESTMENT / HOLIDAY HOME Stunning 2 bedroom apartment 15 min from Dalaman Airport, close to beaches shops, bars and restaurants. This small exclusive complex offers a great investment opportunity or your own piece of Turkish sunshine. Fully furnished and legal fees included.","Ground Floor Appartment, Nr Dalaman",Apartment,False,False,45000,buy,False,False,True,False,False,False,,BUY,,False,," by Mistoria Residential Ltd , Bolton",Added on 15/05/2020,False,True,2 bedroom apartment for sale,53.555807,-2.447468,45000.0,new,,Mistoria Residential Ltd ,Bolton,E05000662
27,100015811,2,8,0,1,"GUIDE PRICE £45,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt. ","11 Viking Street, Bolton, Lancashire, BL3",Terraced,False,False,45000,buy,False,False,True,False,True,False,,BUY,,False,," by PUGH & COMPANY LIMITED, Newton-Le-Willows",Added on 18/11/2020,False,True,2 bedroom terraced house for sale,53.565133,-2.415782,45000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000656
28,85165630,0,1,0,0,"GUIDE PRICE £45,000 FOR SALE BY AUCTION on 21 OCTOBER 2020 at Online Auction commencing at 10:00 prompt. ","Land Adjacent To 1 Lancaster Avenue, Manchester, Lancashire, M45",Land,False,False,45000,buy,True,False,True,False,True,False,,COMMERCIAL_BUY,,False,,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",,False,True,Land for sale,53.544714,-2.286493,45000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000670
29,86548378,1,1,0,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 AT 2PM *GUIDE PRICE £45,000 - £55,000. A Sixth Floor, One Bedroomed Apartment Producing £5,760pa (£480pcm) Investment opportunity!!! Occupying the 6th Floor and whilst not inspected we have been advised that the ...","City View, Highclere Avenue, Salford, Greater Manchester, M7",Apartment,False,False,45000,buy,False,False,True,False,True,False,,BUY,,False,," by Auction House, Manchester",Added on 07/11/2020,False,True,1 bedroom apartment for sale,53.504548,-2.246651,45000.0,new,,Auction House,Manchester,E05000761
30,86548384,1,1,0,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 AT 2PM *GUIDE PRICE £45,000 - £55,000. A Sixth Floor, One Bedroomed Apartment Producing £5,760pa (£480pcm) Investment opportunity!!! Occupying the 6th Floor and whilst not inspected we have been advised that the ...","Highclere Avenue, Salford, M7",Apartment,False,False,45000,buy,False,False,True,False,True,False,,BUY,,False,," by Auction House, Manchester",Added on 07/11/2020,False,True,1 bedroom apartment for sale,53.504548,-2.246651,45000.0,new,,Auction House,Manchester,E05000761
31,83193406,2,11,0,0,"The property must be sold to a person nominated to the Council under its Affordable Housing Policy . Online Affordable housing application form - A two bedroom, first floor apartment positioned within easy access of all local amenities ...","Water Street, Radcliffe, Manchester",Apartment,False,False,45000,buy,False,False,True,False,False,False,,BUY,,False,," by Pearson Ferrier, Radcliffe",Added on 30/04/2020,False,True,2 bedroom apartment for sale,53.562899,-2.334682,45000.0,new,,Pearson Ferrier,Radcliffe,E05000680
32,61547415,0,5,0,0,Situated in a well established area with good access to the town centre and commuter routes is this well maintained first floor studio apartment offering ideal first time accommodation or a Buy to Letopportunity with communal gardens and parking space. ,"Boundary Street, Leigh, Greater Manchester, WN7",Studio,False,False,45000,buy,False,False,True,False,False,False,,BUY,,False,," by Cooke & Company, Leigh",Added on 10/04/2019,False,True,Studio flat for sale,53.49296,-2.50022,45000.0,new,,Cooke & Company,Leigh,E05000853
33,86054047,1,1,0,1,"** STAY SAFE, VIRTUAL VIEWING AVAILABLE ** Flat comprising lounge, kitchen, bedroom and bathroom. Communal cobbled yard. Electric heating and double glazing. To be sold subject to a tenancy - periodic AST from 27/7/10 at £330 per month. Popular residential area between Carrbrook and Stalybridge....","Huddersfield Road, Millbrook, Stalybridge",Flat,False,False,42000,buy,False,False,True,False,True,False,50 sq. ft.,BUY,,False,," by Edward Mellor Ltd, Auction",Reduced on 06/11/2020,False,True,1 bedroom flat for sale,53.493128,-2.032528,42000.0,price_reduced,,Edward Mellor Ltd,Auction,E05000818
34,86523043,2,1,0,0,"*Guide Price: £40,000 +. Public Auction : Thursday, 10 December 2020 at , Virtual Livestream Online Auction GET READY TO BID BY VISITING THE AUCTIONEERS WEBSITE GUIDE PRICES & RESERVE PRICES Guide Price
An indication of the seller’s current minimum acceptable price at auc...","639A ORMSKIRK ROAD, WIGAN, LANCASHIRE",Detached,False,False,40000,buy,False,False,True,False,True,False,,BUY,,False,," by Sutton Kersh Auction, Liverpool - Auction",Added on 06/11/2020,False,True,2 bedroom detached house for sale,53.53568,-2.67771,40000.0,new,,Sutton Kersh Auction,Liverpool - Auction,E05000857
35,86508979,1,11,0,0,"GUIDE PRICE £40,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt. ","57 Baguley Crescent, Manchester, Lancashire, M24",Flat,False,False,40000,buy,False,False,True,False,True,False,,BUY,,False,," by PUGH & COMPANY LIMITED, Newton-Le-Willows",Added on 06/11/2020,False,True,1 bedroom flat for sale,53.541351,-2.237745,40000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000674
36,91068098,1,7,1,0,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its residents w...","Bradshawgate, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 07/03/2018,False,True,1 bedroom apartment for sale,53.577364,-2.425601,40000.0,new,,Miller Metcalfe,Bolton,E05000656
37,86509000,1,6,0,0,"GUIDE PRICE £40,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt. ","61 Baguley Crescent, Manchester, Lancashire, M24",Flat,False,False,40000,buy,False,False,True,False,True,False,,BUY,,False,," by PUGH & COMPANY LIMITED, Newton-Le-Willows",Added on 06/11/2020,False,True,1 bedroom flat for sale,53.541351,-2.237745,40000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000674
38,86517646,1,4,0,0,"GUIDE PRICE £40,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt. ","27 Bower Avenue, Smallbridge, Rochdale, Lancashire, OL12",House,False,False,40000,buy,False,False,True,False,True,False,,BUY,,False,," by PUGH & COMPANY LIMITED, Newton-Le-Willows",Added on 06/11/2020,False,True,1 bedroom house for sale,53.638646,-2.128096,40000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000753
39,75612876,1,6,0,0,An ideal buy-to-let / investment property situated ,"2b Barnsley Street, Wigan, WN6",End of Terrace,False,False,40000,buy,False,False,True,False,True,False,,BUY,,False,," by Auction House, North West",Added on 26/10/2020,False,True,1 bedroom end of terrace house for sale,53.55314,-2.64176,40000.0,new,,Auction House,North West,E05000862
40,74183472,0,6,0,0,"Freehold Ground Rent Investment Producing £2,640 pa and Surplus Site Site Approximately 0.3 Acre may Suit Future Development (STP) ","Ground Rents & Site  Land at Mottram Moor, Mottram Hyde, SK14",Land,False,False,40000,buy,True,False,True,False,True,False,,COMMERCIAL_BUY,,False,,"Marketed by Auction House, North West",,False,True,Land for sale,53.45805,-2.01111,40000.0,new,,Auction House,North West,E05000814
41,91068101,1,7,1,0," *** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its resid...","Bradshawgate, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 07/03/2018,False,True,1 bedroom apartment for sale,53.577364,-2.425601,40000.0,new,,Miller Metcalfe,Bolton,E05000656
42,91068107,1,7,1,0," *** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its resid...","Bradshawgate, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 07/03/2018,False,True,1 bedroom apartment for sale,53.577364,-2.425601,40000.0,new,,Miller Metcalfe,Bolton,E05000656
43,91068110,1,7,1,0," *** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its resid...","Bradshawgate, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 07/03/2018,False,True,1 bedroom apartment for sale,53.577364,-2.425601,40000.0,new,,Miller Metcalfe,Bolton,E05000656
44,91068113,1,7,1,0," *** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its resid...","Bradshawgate, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 07/03/2018,False,True,1 bedroom apartment for sale,53.577364,-2.425601,40000.0,new,,Miller Metcalfe,Bolton,E05000656
45,77534137,0,2,0,0,"Online Estate Agents are able to offer two secure parking spaces in the prestigious ""Fresh"" . Situated in the heart of the city. Fresh is just across the road from the 5 Star Lowry Hotel","Chapel Street, Salford",Parking,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Sellmyhome.co.uk, London",Added on 17/02/2020,False,True,Parking for sale,53.484081,-2.254162,40000.0,new,,Sellmyhome.co.uk,London,E05000770
46,91084181,1,5,0,0,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Pack Horse Boutique Hotel has an innovative design, setting a new level for luxury student livi...","Nelson Square, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 25/04/2019,False,True,1 bedroom apartment for sale,53.578047,-2.427117,40000.0,new,,Miller Metcalfe,Bolton,E05000656
47,91084187,1,5,0,0,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Pack Horse Boutique Hotel has an innovative design, setting a new level for luxury student livi...","Nelson Square, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 25/04/2019,False,True,1 bedroom apartment for sale,53.577767,-2.427203,40000.0,new,,Miller Metcalfe,Bolton,E05000656
48,91084196,1,5,0,0," *** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Pack Horse Boutique Hotel has an innovative design, setting a new level for luxury studen...","Nelson Square, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 25/04/2019,False,True,1 bedroom apartment for sale,53.577792,-2.427225,40000.0,new,,Miller Metcalfe,Bolton,E05000656
49,91084199,1,5,0,0,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Pack Horse Boutique Hotel has an innovative design, setting a new level for luxury student livi...","Nelson Square, Bolton, Lancashire, BL1",Apartment,False,False,40000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 25/04/2019,False,True,1 bedroom apartment for sale,53.577754,-2.427139,40000.0,new,,Miller Metcalfe,Bolton,E05000656
50,99715109,2,8,0,1,Over 55's development. 45% Shared Ownership. Popular development in great location adjacent to Middleton Road and close to local amenities. First floor flat with chair lift. 2 bedrooms. Lounge. Kitchen. Bath/wc combined. Gas central heating. uPVC double glazing. Communal gardens. Outside store room.,"Melton Road, Manchester, Greater Manchester, M8",Flat,False,False,39950,buy,False,False,True,False,False,False,,BUY,,False,," by Aubrey Lee & Co, Blackley",Added on 10/11/2020,False,True,2 bedroom flat for sale,53.51901,-2.24942,39950.0,new,,Aubrey Lee & Co,Blackley,E05000698
51,69408623,1,9,0,0,"This well-equipped accommodation, is one of 6 single units in this complex of numerous units, situate in the town centre close to the university, shops and social life. Briefly, the property comprises: furnished bedroom with en suite facilities and facilities for studying etc, shared kitchen and ...","Bradshawgate, Bolton",Apartment,False,False,37950,buy,False,False,True,False,False,False,,BUY,,False,," by Chris Ball , Bolton",Added on 13/10/2017,False,True,1 bedroom apartment for sale,53.57729,-2.425835,37950.0,new,,Chris Ball ,Bolton,E05000656
52,86696530,3,2,0,0,For Sale By Public Auction on 3rd December 2020. Please note that the Auction will be an online auction via our website with Remote Bidding. You must pre-register to bid no later than 8am on Thursday 3rd December. For further information including viewing times and legal packs please visit...,"Beaufort Street, Wigan, WN5",End of Terrace,False,False,35000,buy,False,False,True,False,True,False,,BUY,,False,," by Taylor James Auctions LTD, Birmingham",Added on 12/11/2020,False,True,3 bedroom end of terrace house for sale,53.53667,-2.66203,35000.0,new,,Taylor James Auctions LTD,Birmingham,E05000847
53,86670304,1,5,1,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 *GUIDE PRICE £35,000 - £45,000. A First Floor Studio Apartment. Situated close to Sandbrook Park, with all it’s Leisure facilities, and with easy access to the motorway makes this property ideal for the Investor or Own...","Dicken Green Lane, Rochdale, OL11",Apartment,False,False,35000,buy,False,False,True,False,True,False,,BUY,,False,," by Auction House, Manchester",Added on 11/11/2020,False,True,1 bedroom apartment for sale,53.603383,-2.156595,35000.0,new,,Auction House,Manchester,E05000739
54,85983748,0,5,0,0,"GUIDE PRICE £35,000 FOR SALE BY AUCTION on 21 OCTOBER 2020 at Online Auction commencing at 10:00 prompt. ","Land Adjoining 21 Durham Street, Wigan, Lancashire, WN1",Land,False,False,35000,buy,True,False,True,False,True,False,"2,691 sq. ft.",COMMERCIAL_BUY,,False,,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",,False,True,Land for sale,53.550968,-2.61367,35000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000842
55,86460511,0,5,0,0,"GUIDE PRICE £35,000-£40,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt. ","Land At Tarbet Drive, Bolton, Lancashire, BL2",Land,False,False,35000,buy,True,False,True,False,True,False,,COMMERCIAL_BUY,,False,,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",,False,True,Land for sale,53.577774,-2.382483,35000.0,new,,PUGH & COMPANY LIMITED,Newton-Le-Willows,E05000652
56,52242471,1,8,1,0," FOR SALE BY MODERN METHOD OF AUCTION, BIDDING OPEN AT INVESTMENT OPPORTUNITY*** LUXURY STUDENT ACCOMMODATION *** SITTING TENANT *** HIGH YIELD *** NO CHAIN The Pack Horse is situated in the heart of Bol...","Nelson Square, Bolton",Apartment,False,False,35000,buy,False,False,True,False,True,False,,BUY,,False,," by Regency Estates, Horwich",Reduced on 18/10/2018,False,True,1 bedroom apartment for sale,53.578053,-2.427118,35000.0,price_reduced,,Regency Estates,Horwich,E05000656
57,82079650,2,9,1,1," A purpose built apartment situated in the heart of Bolton town centre with all the great facilities on the doorstep. This two bedroom third floor flat is deceptively spacious and is offered for sale on a 50% ownership basis with the possibility of purchasing 100% currently at £70,000.The ...","The picture House, Bradshawgate, Bolton - Shared Ownership",Apartment,False,False,35000,buy,False,False,True,False,False,False,,BUY,,True,," by Cardwells Sales, Lettings, Management & Commercial, Bolton",Added on 13/07/2020,False,True,2 bedroom apartment for sale,53.577,-2.425642,35000.0,new,,"Cardwells Sales, Lettings, Management & Commercial",Bolton,E05000656
58,91084193,1,1,0,0,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its residents w...","The Cube 101, Bolton, Lancashire, BL1",Apartment,False,False,35000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 25/04/2019,False,True,1 bedroom apartment for sale,53.577364,-2.425601,35000.0,new,,Miller Metcalfe,Bolton,E05000656
59,99989156,1,5,0,0,TO BE OFFERED BY ONLINE AUCTION ON THE 16TH DECEMBER 2020 - ON BEHALF OF RECEIVERS: Vacant one bedroom first floor flat requiring refurbishment.,"Newton Street, Stalybridge, Greater Manchester, SK15",Flat,False,False,32500,buy,False,False,True,False,True,False,,BUY,,False,," by Landwood Group, Manchester",Added on 17/11/2020,False,True,1 bedroom flat for sale,53.48545,-2.0622,32500.0,new,,Landwood Group,Manchester,E05000817
60,54675777,0,4,0,1,Excellent investment opportunity earning 7% NET YIELD – a spacious en-suite bedroom in a converted period hotel in the heart of Bolton,"The Pack Horse, Nelson Square, Bolton BL1 1DP",Studio,False,False,31500,buy,False,False,True,False,False,False,,BUY,,False,," by yieldit, Manchester",Added on 01/06/2018,False,True,Studio flat for sale,53.57827,-2.42813,31500.0,new,,yieldit,Manchester,E05000656
61,59386260,1,13,0,0,HUNTERS in Leigh are proud to market for sale a one bedroom ground floor flat on a 50% shared ownership scheme for over 55's.,"Tower Grove, Leigh, WN7 2TZ",Apartment,False,False,30000,buy,False,False,True,False,False,False,,BUY,,False,," by Hunters, Leigh",Added on 14/08/2018,False,True,1 bedroom apartment for sale,53.50183,-2.4854,30000.0,new,,Hunters,Leigh,E05000852
62,63023028,1,7,1,1,"We are delighted to offer for sale this one bedroom ground floor apartment available for the over 55's. 50% shared ownership is also available for £30,000 subject to eligibility. Bridgfords welcome NEW to the market this ground floor apartment easy to maintain. On entrance through the...","Tower Grove, Leigh, Greater Manchester, WN7",Flat,False,False,30000,buy,False,False,True,False,False,False,,BUY,,True,," by Bridgfords, Newton-le-Willows",Added on 13/06/2019,False,True,1 bedroom flat for sale,53.50183,-2.4854,30000.0,new,,Bridgfords,Newton-le-Willows,E05000852
63,67977543,3,9,2,1,"PUBLIC NOTICE - 13 Reading Close, Manchester, M11 1PF - We have received an offer of £ 30,000.00. Any interested parties must submit any higher offers in writing to the selling agent before an exchange of contracts takes place. ** This three bedroom semi detached home is in need of complete pro...","Reading Close, Openshaw, Manchester",Semi-Detached,False,False,30000,buy,False,False,True,False,False,False,,BUY,,False,," by Edward Mellor Ltd, Droylsden",Added on 30/01/2020,False,True,3 bedroom semi-detached house for sale,53.47751,-2.175172,30000.0,new,,Edward Mellor Ltd,Droylsden,E05000690
64,54675747,0,6,0,1,LET FOR 2020/21 ACADEMIC YEAR - Attention Investors! Diversify your portfolio with Purpose Built Student Accommodation in the heart of Bolton. Low entry price and strong returns,"Apartment 120 The Pack Horse, Nelson Square, Bolton BL1 1DP",Studio,False,False,30000,buy,False,False,True,False,False,False,,BUY,,False,," by yieldit, Manchester",Added on 01/06/2018,False,True,Studio flat for sale,53.57827,-2.42813,30000.0,new,,yieldit,Manchester,E05000656
65,91084208,1,18,1,0,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its residents w...","The Cube, Bradshawgate, Bolton, Lancashire, BL1",Apartment,False,False,30000,buy,False,False,True,False,False,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 25/04/2019,False,True,1 bedroom apartment for sale,53.577364,-2.425601,30000.0,new,,Miller Metcalfe,Bolton,E05000656
66,99972656,2,9,1,0,"***IDEAL INVESTMENT OPPORTUNITY***IN NEED OF REFURBISHMENT***CASH BUYERS ONLY***CLOSE TO LOCAL AMENITIES*** Calling all cash buyers!!! An ideal opportunity to purchase this two bedroom terrace in need of refurbishment, ideally located close to local shops, amenities and transportation links....","Rawsthorne Street, Bolton, BL1",Terraced,False,False,30000,buy,False,False,True,False,True,False,,BUY,,False,," by Miller Metcalfe, Bolton",Added on 16/11/2020,False,True,2 bedroom terraced house for sale,53.593486,-2.434234,30000.0,new,,Miller Metcalfe,Bolton,E05000654
67,86966101,3,2,0,0,For Sale By Public Auction on 3rd December 2020. Please note that the Auction will be an online auction via our website with Remote Bidding. You must pre-register to bid no later than 8am on Thursday 3rd December. For further information including viewing times and legal packs please visit...,"Laxey Crescent, Leigh, WN7",Semi-Detached,False,False,25000,buy,False,False,True,False,True,False,,BUY,,False,," by Taylor James Auctions LTD, Birmingham",Added on 20/11/2020,False,True,3 bedroom semi-detached house for sale,53.5077,-2.54096,25000.0,new,,Taylor James Auctions LTD,Birmingham,E05000854
68,87015820,1,8,0,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 *GUIDE PRICE £25,000 - £35,000. A One Bedroomed Top Floor Flat. Situated in a highly convenient location close to the M60/M62/M66, local amenities and just approximately 5 miles north of Manchester city centre. This property...","Baguley Crescent, Middleton, Manchester, M24",Apartment,False,False,25000,buy,False,False,True,False,True,False,,BUY,,False,," by Auction House, Manchester",Added on 22/11/2020,False,True,1 bedroom apartment for sale,53.540319,-2.237142,25000.0,new,,Auction House,Manchester,E05000674
69,100118378,1,5,0,1,Over 55's development. 45% Shared Ownership. Popular development in great location adjacent to Middleton Road and close to local amenities. 1st floor flat. 1 bedroom. Lounge. Kitchen. Bath/wc combined. Gas central heating. uPVC double glazing. Communal gardens. Outside store room. Vacant Possession.,"Melton Road, Manchester, Greater Manchester, M8",Flat,False,False,24750,buy,False,False,True,False,False,False,,BUY,,False,," by Aubrey Lee & Co, Blackley",Added on 20/11/2020,False,True,1 bedroom flat for sale,53.51901,-2.24942,24750.0,new,,Aubrey Lee & Co,Blackley,E05000698
70,77534122,0,2,0,0,"Online Estate agents are able to offer for sale 1 secure parking space in the prestigious address of ""Fresh"" Chapel St Manchester. Situated just across the road from the 5 Star Lowry Hotel.","Chapel Street, Salford",Parking,False,False,22500,buy,False,False,True,False,False,False,,BUY,,False,," by Sellmyhome.co.uk, London",Added on 17/02/2020,False,True,Parking for sale,53.484081,-2.254162,22500.0,new,,Sellmyhome.co.uk,London,E05000770
