id,canonical_id,is_active,source_provenance,_row_ix,displayAddress,city,postcode,latitude,longitude,geohash6,propertySubType,propertyTypeFullDescription,bedrooms,summary,price,displayPrice,transactionType,channel,auction,numberOfImages,numberOfFloorplans,numberOfVirtualTours,has_floorplan,has_virtual_tour,has_parking,has_balcony,has_garden,new_build,student_friendly,investment,formattedBranchName,branchName,branchLocation,firstVisibleDate,listingUpdateDate,updated_recency_band,price_band,has_media_score,region_id
100015811,2645c8ca83f3184820d8dcb6e5a9048e1e0f835f,True,manchester_properties_for_sale_mini.csv,26,"11 Viking Street, Bolton, Lancashire, BL3",Bl3,,53.565133,-2.415782,gcw29p,Terraced,2 bedroom terraced house for sale,2,"GUIDE PRICE £45,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",45000,45000.0,buy,BUY,True,8,0,1,False,True,False,False,False,False,False,False,"by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,3.1972245773362196,E05000656
86959525,26e0d7bb2242b1d3d747d1286d579f894caa84bf,True,manchester_properties_for_sale_mini.csv,15,"Ryeburne Street, Oldham, Greater Manchester, OL4",Ol4,,53.545828,-2.086467,gcw88e,Terraced,2 bedroom terraced house for sale,2,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 *GUIDE PRICE £50,000 - £60,000. A Tenanted Two Bedroomed Mid Terraced House Producing £5,200pa/£433pcm. Situated in the ever popular Greenacres area this Two Bedroomed Mid Terraced House benefits from a long term...",50000,50000.0,buy,BUY,True,1,0,1,False,True,False,False,False,False,False,True,"by Auction House, Manchester",Auction House,Manchester,,,unknown,50–100k,1.6931471805599454,E05000737
73868268,273c6dac093aa0c4cd15636d99199fa9748caeaf,True,manchester_properties_for_sale_mini.csv,5,"Carders Close, Leigh, WN7 4JX",Leigh,WN74JX,53.49214,-2.52433,gcw0q9,Semi-Detached,2 bedroom semi-detached house for sale,2,"HUNTER LEIGH are delighted to present this 50% SHARED OWNERSHIP TWO BEDROOM semi detached home. This WELL presented home briefly comprises of; LOUNGE, Kitchen DINER Two Bedrooms and a Bathroom. Externally this property has a DRIVEWAY to the front with immaculately presented gardens to front and rea",50000,50000.0,buy,BUY,False,10,1,0,True,False,True,False,False,False,False,False,"by Hunters, Leigh",Hunters,Leigh,,,unknown,50–100k,3.3978952727983707,E05000853
86054047,2750da68c9a64a786c6ccf9a36a4021972f2e474,True,manchester_properties_for_sale_mini.csv,32,"Huddersfield Road, Millbrook, Stalybridge",Stalybridge,,53.493128,-2.032528,gcw83d,Flat,1 bedroom flat for sale,1,"** STAY SAFE, VIRTUAL VIEWING AVAILABLE ** Flat comprising lounge, kitchen, bedroom and bathroom. Communal cobbled yard. Electric heating and double glazing. To be sold subject to a tenancy - periodic AST from 27/7/10 at £330 per month. Popular residential area between Carrbrook and Stalybridge....",42000,42000.0,buy,BUY,True,1,0,1,False,True,False,False,True,False,False,False,"by Edward Mellor Ltd, Auction",Edward Mellor Ltd,Auction,,,unknown,<50k,1.6931471805599454,E05000818
84925372,288ef65af4a3550e68546be96ae3b9a3e0a77cac,True,manchester_properties_for_sale_mini.csv,18,"53 Baguley Crescent, Middleton M24 4QT",Middleton M24 4Qt,M244QT,53.541332,-2.237747,gcw2t4,Flat,1 bedroom flat for sale,1,"Excellent Investment Opportunity A one bedroomed ground floor apartment within close proximity of the M60 motorway and with excellent public transport links. The apartment benefits from double glazed windows and comprises an entrance hallway, spacious lounge, kitchen, double bedroom & bathroom.G...",49950,49950.0,buy,BUY,False,1,0,0,False,False,False,False,False,False,False,True,"by Barton Kendal Residential, Middleton",Barton Kendal Residential,Middleton,,,unknown,<50k,0.6931471805599453,E05000674
86460541,2c6c38e4932e1e068dc5d2d2b3564ddd74a72463,True,manchester_properties_for_sale_mini.csv,78,"Land At Brodick Drive, Bolton, Lancashire, BL2",Bl2,,53.5746,-2.38543,gcw2c8,Land,Land for sale,0,"GUIDE PRICE £10,000-£15,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",10000,10000.0,buy,COMMERCIAL_BUY,True,5,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.791759469228055,E05000652
82079650,32522a32d5d7c55d1b3c382d5c161f74b0307241,True,manchester_properties_for_sale_mini.csv,56,"The picture House, Bradshawgate, Bolton - Shared Ownership",Bolton - Shared Ownership,,53.577,-2.425642,gcw2bc,Apartment,2 bedroom apartment for sale,2,"A purpose built apartment situated in the heart of Bolton town centre with all the great facilities on the doorstep. This two bedroom third floor flat is deceptively spacious and is offered for sale on a 50% ownership basis with the possibility of purchasing 100% currently at £70,000.The ...",35000,35000.0,buy,BUY,False,9,1,1,True,True,False,False,False,False,False,False,"by Cardwells Sales, Lettings, Management & Commercial, Bolton","Cardwells Sales, Lettings, Management & Commercial",Bolton,,,unknown,<50k,4.302585092994046,E05000656
86548378,3daa6a9901753fc18a256ef53cf5354485ee261d,True,manchester_properties_for_sale_mini.csv,28,"City View, Highclere Avenue, Salford, Greater Manchester, M7",M7,,53.504548,-2.246651,gcw2ku,Apartment,1 bedroom apartment for sale,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 AT 2PM *GUIDE PRICE £45,000 - £55,000. A Sixth Floor, One Bedroomed Apartment Producing £5,760pa (£480pcm) Investment opportunity!!! Occupying the 6th Floor and whilst not inspected we have been advised that the ...",45000,45000.0,buy,BUY,True,1,0,1,False,True,False,False,False,False,False,True,"by Auction House, Manchester",Auction House,Manchester,,,unknown,<50k,1.6931471805599454,E05000761
54675777,3f2fdc96690b031e9b34696a28946dd980428dad,True,manchester_properties_for_sale_mini.csv,59,"The Pack Horse, Nelson Square, Bolton BL1 1DP",Bolton Bl1 1Dp,BL11DP,53.57827,-2.42813,gcw2b9,Studio,Studio flat for sale,0,Excellent investment opportunity earning 7% NET YIELD – a spacious en-suite bedroom in a converted period hotel in the heart of Bolton,31500,31500.0,buy,BUY,False,4,0,1,False,True,False,False,False,False,False,True,"by yieldit, Manchester",yieldit,Manchester,,,unknown,<50k,2.6094379124341005,E05000656
91068098,40ccf9cd84e6d2825031e91c87638a39d5085199,True,manchester_properties_for_sale_mini.csv,35,"Bradshawgate, Bolton, Lancashire, BL1",Bl1,,53.577364,-2.425601,gcw2bc,Apartment,1 bedroom apartment for sale,1,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its residents w...",40000,40000.0,buy,BUY,False,7,1,0,True,False,False,False,False,False,True,False,"by Miller Metcalfe, Bolton",Miller Metcalfe,Bolton,,,unknown,<50k,3.0794415416798357,E05000656
99989156,43615b38993b630c2d807da0c33c8f7b091969af,True,manchester_properties_for_sale_mini.csv,58,"Newton Street, Stalybridge, Greater Manchester, SK15",Sk15,,53.48545,-2.0622,gcw830,Flat,1 bedroom flat for sale,1,TO BE OFFERED BY ONLINE AUCTION ON THE 16TH DECEMBER 2020 - ON BEHALF OF RECEIVERS: Vacant one bedroom first floor flat requiring refurbishment.,32500,32500.0,buy,BUY,True,5,0,0,False,False,False,False,False,False,False,False,"by Landwood Group, Manchester",Landwood Group,Manchester,,,unknown,<50k,1.791759469228055,E05000817
91084208,4aa91c4e084a7aa85041f8bd3866c87804ec98bd,True,manchester_properties_for_sale_mini.csv,64,"The Cube, Bradshawgate, Bolton, Lancashire, BL1",Bl1,,53.577364,-2.425601,gcw2bc,Apartment,1 bedroom apartment for sale,1,"*** CALLING ALL INVESTORS !!! EXCITING OPPORTUNITY TO PURCHASE OCCUPIED LUXURY STUDENT ACCOMMODATION THAT IS ALREADY DELIVERING IMPRESSIVE YIELDS *** Designed with an emphasis on style and quality, The Cube's innovative design sets a new level for luxury student living and provide its residents w...",30000,30000.0,buy,BUY,False,18,1,0,True,False,False,False,False,False,True,False,"by Miller Metcalfe, Bolton",Miller Metcalfe,Bolton,,,unknown,<50k,3.9444389791664403,E05000656
75612876,4d1297d0708fb1e02b60a5053ed31fccd812a46d,True,manchester_properties_for_sale_mini.csv,38,"2b Barnsley Street, Wigan, WN6",Wn6,,53.55314,-2.64176,gcw0ev,End of Terrace,1 bedroom end of terrace house for sale,1,An ideal buy-to-let / investment property situated,40000,40000.0,buy,BUY,True,6,0,0,False,False,False,True,False,False,False,True,"by Auction House, North West",Auction House,North West,,,unknown,<50k,1.9459101490553132,E05000862
87015820,51a23f5bd3f6513969e4bd69d6de644b6fb86859,True,manchester_properties_for_sale_mini.csv,67,"Baguley Crescent, Middleton, Manchester, M24",M24,,53.540319,-2.237142,gcw2t4,Apartment,1 bedroom apartment for sale,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 *GUIDE PRICE £25,000 - £35,000. A One Bedroomed Top Floor Flat. Situated in a highly convenient location close to the M60/M62/M66, local amenities and just approximately 5 miles north of Manchester city centre. This property...",25000,25000.0,buy,BUY,True,8,0,1,False,True,False,False,False,False,False,False,"by Auction House, Manchester",Auction House,Manchester,,,unknown,<50k,3.1972245773362196,E05000674
86728366,53acc5541767ea0487531a8d4b038dbf9078edf7,True,manchester_properties_for_sale_mini.csv,89,"Land At Holme Park Close, Ince, Lancashire, WN3",Wn3,,53.532431,-2.612496,gcw0s9,Land,Land for sale,0,FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.,99,99.0,buy,COMMERCIAL_BUY,True,4,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.6094379124341003,E05000851
69408623,53b1941f9624f13464a43bf39c19d1c001cb86ba,True,manchester_properties_for_sale_mini.csv,50,"Bradshawgate, Bolton",Bolton,,53.57729,-2.425835,gcw2bc,Apartment,1 bedroom apartment for sale,1,"This well-equipped accommodation, is one of 6 single units in this complex of numerous units, situate in the town centre close to the university, shops and social life. Briefly, the property comprises: furnished bedroom with en suite facilities and facilities for studying etc, shared kitchen and ...",37950,37950.0,buy,BUY,False,9,0,0,False,False,False,False,False,False,False,False,"by Chris Ball , Bolton",Chris Ball,Bolton,,,unknown,<50k,2.302585092994046,E05000656
85165630,554841b2848c3b7b570843d0582079f9ab449d7e,True,manchester_properties_for_sale_mini.csv,27,"Land Adjacent To 1 Lancaster Avenue, Manchester, Lancashire, M45",M45,,53.544714,-2.286493,gcw2eg,Land,Land for sale,0,"GUIDE PRICE £45,000 FOR SALE BY AUCTION on 21 OCTOBER 2020 at Online Auction commencing at 10:00 prompt.",45000,45000.0,buy,COMMERCIAL_BUY,True,1,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,0.6931471805599453,E05000670
91075760,557f4734e050028fc938123320f17ae0427f835b,True,manchester_properties_for_sale_mini.csv,77,"Highgrove Close, Astley Bridge, Bolton, Greater Manchester, BL1",Bl1,,53.599405,-2.428735,gcw2bt,Land,Land for sale,0,"*** For sale by Modern Method of Auction; Starting Bid Price £10,000 plus Reservation Fee *** We are delighted to offer for sale this plot of land situated upon Highgrove Close in the highly popular are...",10000,10000.0,buy,COMMERCIAL_BUY,True,1,0,0,False,False,False,False,False,False,False,False,"Marketed by Miller Metcalfe, Bolton",Miller Metcalfe,Bolton,,,unknown,<50k,0.6931471805599453,E05000654
86670304,55eb0b9125f37f274f66270bb23a3ebd40b50495,True,manchester_properties_for_sale_mini.csv,52,"Dicken Green Lane, Rochdale, OL11",Ol11,,53.603383,-2.156595,gcw2yy,Apartment,1 bedroom apartment for sale,1,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 *GUIDE PRICE £35,000 - £45,000. A First Floor Studio Apartment. Situated close to Sandbrook Park, with all it’s Leisure facilities, and with easy access to the motorway makes this property ideal for the Investor or Own...",35000,35000.0,buy,BUY,True,5,1,1,True,True,False,False,False,False,False,False,"by Auction House, Manchester",Auction House,Manchester,,,unknown,<50k,3.791759469228055,E05000739
86895487,57a47b8ba091e51fa0623a8f7765d07e0054eba1,True,manchester_properties_for_sale_mini.csv,86,"Demesne Road, Manchester, Greater Manchester, M16 8PH",Greater Manchester,M168PH,53.44844,-2.24698,gcw2hc,House of Multiple Occupation,1 bedroom house of multiple occupation for sale,1,"For Sale By Online Auction. Starting Bids £4,000. Terms and Conditions Apply. Situated in Whalley Range at Demesne Road close to the park this is a development of over 200 student/none student units offering good facilities. We are delighted to be offering this well presented room for ...",4000,4000.0,buy,BUY,True,12,0,1,False,True,False,False,False,False,True,False,"by Pattinson Estate Agents, Auction",Pattinson Estate Agents,Auction,,,unknown,<50k,3.5649493574615367,E05000716
85983748,59316c933349a97595098b9076ef4eae743bbd76,True,manchester_properties_for_sale_mini.csv,53,"Land Adjoining 21 Durham Street, Wigan, Lancashire, WN1",Wn1,,53.550968,-2.61367,gcw0ss,Land,Land for sale,0,"GUIDE PRICE £35,000 FOR SALE BY AUCTION on 21 OCTOBER 2020 at Online Auction commencing at 10:00 prompt.",35000,35000.0,buy,COMMERCIAL_BUY,True,5,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.791759469228055,E05000842
86454556,6099f80108304b2dfa9e59dbc0584c86d81333ab,True,manchester_properties_for_sale_mini.csv,91,"Land Off Bradshaw Street And Salcombe Close, Wigan, Lancashire, WN1",Wn1,,53.553487,-2.616785,gcw0sm,Land,Land for sale,0,FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.,99,99.0,buy,COMMERCIAL_BUY,True,2,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.0986122886681098,E05000861
86460529,6fb46e6c30fee715fe13e813e1d9a22ac61c9a92,True,manchester_properties_for_sale_mini.csv,72,"Land At Crompton Street/Folds Road, Bolton, Lancashire, BL1",Bl1,,53.582285,-2.422717,gcw2bf,Land,Land for sale,0,"GUIDE PRICE £20,000-£30,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",20000,20000.0,buy,COMMERCIAL_BUY,True,4,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.6094379124341003,E05000654
86084965,70868e8c10fac6f477aa510dac27dd6b49b59823,True,manchester_properties_for_sale_mini.csv,85,"Whitehouse Avenue, Oldham, OL4",Ol4,,53.537129,-2.090727,gcw886,Land,Land for sale,0,"FOR SALE BY LIVE STREAM AUCTION ON TUESDAY 8TH DECEMBER 2020 *GUIDE PRICE £5,000 - £10,000. A Freehold Parcel of Amenity Land Comprising Approximately 0.29 Acres/0.12 Hectares. Situated in the popular residential area of Roundthorn the sale is of a parcel of Amenity Land, more particu...",5000,5000.0,buy,COMMERCIAL_BUY,True,2,0,1,False,True,False,False,False,False,False,False,"Marketed by Auction House, Manchester",Auction House,Manchester,,,unknown,<50k,2.09861228866811,E05000735
86460532,7442d547d6abbc5e0d0a36a9535c1c553c544214,True,manchester_properties_for_sale_mini.csv,71,"Land At Lydford Gardens & Somerton Road, Bolton, Lancashire, BL2",Bl2,,53.572789,-2.38123,gcw2cb,Land,Land for sale,0,"GUIDE PRICE £20,000-£25,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",20000,20000.0,buy,COMMERCIAL_BUY,True,6,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.9459101490553132,E05000652
86441701,784f69888b1abd3bf8b7aaf98adbe2216018016c,True,manchester_properties_for_sale_mini.csv,1,"121 High Street, Little Lever, Bolton, Lancashire, BL3",Bl3,,53.561379,-2.368069,gcw2dn,Flat,1 bedroom flat for sale,1,"GUIDE PRICE £50,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",50000,50000.0,buy,BUY,True,5,0,1,False,True,False,False,False,False,False,False,"by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,50–100k,2.791759469228055,E05000664
99972656,79d2a9a8266ed44ac766d52c1fcc085a4d95a2a9,True,manchester_properties_for_sale_mini.csv,65,"Rawsthorne Street, Bolton, BL1",Bl1,,53.593486,-2.434234,gcw2bs,Terraced,2 bedroom terraced house for sale,2,"***IDEAL INVESTMENT OPPORTUNITY***IN NEED OF REFURBISHMENT***CASH BUYERS ONLY***CLOSE TO LOCAL AMENITIES*** Calling all cash buyers!!! An ideal opportunity to purchase this two bedroom terrace in need of refurbishment, ideally located close to local shops, amenities and transportation links....",30000,30000.0,buy,BUY,True,9,1,0,True,False,False,True,False,False,False,True,"by Miller Metcalfe, Bolton",Miller Metcalfe,Bolton,,,unknown,<50k,3.302585092994046,E05000654
70526943,7a03111b157d9e5bb5c034142a2b9852ea40f5fe,True,manchester_properties_for_sale_mini.csv,25,"Ground Floor Appartment, Nr Dalaman",Nr Dalaman,,53.555807,-2.447468,gcw28m,Apartment,2 bedroom apartment for sale,2,"INVESTMENT / HOLIDAY HOME Stunning 2 bedroom apartment 15 min from Dalaman Airport, close to beaches shops, bars and restaurants. This small exclusive complex offers a great investment opportunity or your own piece of Turkish sunshine. Fully furnished and legal fees included.",45000,45000.0,buy,BUY,False,10,0,0,False,False,False,False,False,False,False,True,"by Mistoria Residential Ltd , Bolton",Mistoria Residential Ltd,Bolton,,,unknown,<50k,2.3978952727983707,E05000662
99207833,7b06a60cbfdb346c7a8626bf6db6046a600a946b,True,manchester_properties_for_sale_mini.csv,19,"Union Street, Oldham, Greater Manchester, OL1",Ol1,,53.54169,-2.1062,gcw884,Flat,2 bedroom flat for sale,2,"NO CHAIN - Centrally located in the heart of Oldham town centre, this two bedroom apartment is within walking distance of the Oldham mumps tram/Bus station giving excellent public transport links to Rochdale and Manchester.",48000,48000.0,buy,BUY,True,7,1,1,True,True,False,False,False,False,False,False,"by National Residential, Chester",National Residential,Chester,,,unknown,<50k,4.079441541679836,E05000735
65297016,7d897968221bdea03e21bf643d2b3f7eea3721d3,True,manchester_properties_for_sale_mini.csv,21,"Anderby Place, Westhoughton, BL5 3BT",Westhoughton,BL53BT,53.5573,-2.52476,gcw0wt,Apartment,2 bedroom apartment for sale,2,Adore Properties are pleased to offer For Sale this IMMACULATELY PRESENTED two bedroom ground floor apartment with 50% ownership. The property is situated a short walk away from Westhoughton town centre and excellent transport links including train station and motorway. The property benefits from...,47500,47500.0,buy,BUY,False,10,0,0,False,False,False,False,False,False,False,False,"by Adore Properties, Bolton",Adore Properties,Bolton,,,unknown,<50k,2.3978952727983707,E05000668
98047400,7d90873ba834ccd75607bf0125318a2ee2de9a74,True,manchester_properties_for_sale_mini.csv,75,"Bridgewater Wharf, 257 Ordsall Lane, Manchester, M5 3NB",Manchester,M53NB,53.47204,-2.27189,gcw2hq,Parking,Parking for sale,2,"Secure car parking space in Manchester city centre available for £17,500. Earn up to 6% projected rental return in this prime city centre parking investment. BRB509",17500,17500.0,buy,BUY,False,10,2,0,True,False,True,False,False,False,False,True,"by RW Invest, London",RW Invest,London,,,unknown,<50k,3.3978952727983707,E05000770
86460511,811a8046ec778ac1fe53fef1ce7f111a0d360d88,True,manchester_properties_for_sale_mini.csv,54,"Land At Tarbet Drive, Bolton, Lancashire, BL2",Bl2,,53.577774,-2.382483,gcw2cc,Land,Land for sale,0,"GUIDE PRICE £35,000-£40,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",35000,35000.0,buy,COMMERCIAL_BUY,True,5,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.791759469228055,E05000652
86837779,8231c781b5154505a7f5930bae563e08d0c2afa0,True,manchester_properties_for_sale_mini.csv,10,"Lowry Court, Mottram In Longendale, Hyde",Hyde,,53.458823,-2.013727,gcw845,Flat,1 bedroom flat for sale,1,"One bedroom ground floor apartment situated in the age restricted Lowry Court development in Mottram. 5 Lowry Court, Mottram in Longendale TO BE SOLD BY ONLINE AUCTION 24TH NOVEMBER 2020 Before bidding, it is essential that you read our Online Auction Buying Guide. This is on our website www....",50000,50000.0,buy,BUY,True,7,1,1,True,True,False,False,False,False,False,False,"by Edward Mellor Ltd, Auction",Edward Mellor Ltd,Auction,,,unknown,50–100k,4.079441541679836,E05000814
86460487,868ba1a8d66b7bd022ae81997182a99892c0948f,True,manchester_properties_for_sale_mini.csv,7,"Land At Currier Lane, Ashton-Under-Lyne, Greater Manchester, OL6",Ol6,,53.4864,-2.079848,gcw828,Land,Land for sale,0,"GUIDE PRICE £50,000-£60,000 FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.",50000,50000.0,buy,COMMERCIAL_BUY,True,3,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,50–100k,1.3862943611198906,E05000801
67977543,8836788a16e551d8823d682d5f7e1f1e064f68f4,True,manchester_properties_for_sale_mini.csv,62,"Reading Close, Openshaw, Manchester",Manchester,,53.47751,-2.175172,gcw2nx,Semi-Detached,3 bedroom semi-detached house for sale,3,"PUBLIC NOTICE - 13 Reading Close, Manchester, M11 1PF - We have received an offer of £ 30,000.00. Any interested parties must submit any higher offers in writing to the selling agent before an exchange of contracts takes place. ** This three bedroom semi detached home is in need of complete pro...",30000,30000.0,buy,BUY,False,9,2,1,True,True,False,False,False,False,False,False,"by Edward Mellor Ltd, Droylsden",Edward Mellor Ltd,Droylsden,,,unknown,<50k,4.302585092994046,E05000690
95823875,8b916de0094134c8a4e5997afebc08d0efa0a0b5,True,manchester_properties_for_sale_mini.csv,17,"Completed Buy to Let City Flat, Chapel Street, Manchester, M3 5JZ",Manchester,M35JZ,53.48338,-2.26277,gcw2k8,Apartment,1 bedroom apartment for sale,1,"Stylish student investment property with 6% yields. Invest in a desirable Manchester location from just £49,995. CHA13",49995,49995.0,buy,BUY,False,9,2,0,True,False,False,False,False,False,True,True,"by RW Invest, London",RW Invest,London,,,unknown,<50k,3.302585092994046,E05000766
98813387,8ef86da437f428e8061366f008d28b73b67ffc7f,True,manchester_properties_for_sale_mini.csv,88,"Bank House, Withington",Withington,,53.434261,-2.226898,gcqrvr,Flat,2 bedroom flat for sale,2,"Bank House is a development of 13 contemporary apartments, situated in the beating heart of Withington village in South Manchester. Prices start from £205,000 enquire for full price list. Designed with environmentally friendly and energy saving features, these high quality and thoughtful one and...",1000,POA,buy,BUY,False,4,0,0,False,False,False,False,False,False,False,False,"by Belvoir, Manchester Central",Belvoir,Manchester Central,,,unknown,<50k,1.6094379124341003,E05000717
85608112,956a8182fdbf830755a2067b8afa97659ba58c99,True,manchester_properties_for_sale_mini.csv,74,"Land to rear of 309-319 Halliwell Road, Bolton, Lancashire, BL1",Bl1,,53.593017,-2.440078,gcw2bk,Land,Land for sale,0,"GUIDE PRICE £20,000-£40,000 FOR SALE BY AUCTION on 21 OCTOBER 2020 at Online Auction commencing at 10:00 prompt.",20000,20000.0,buy,COMMERCIAL_BUY,True,1,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,0.6931471805599453,E05000654
86968960,95cca2ebc172686d9b7db088a7d0f544f51e6429,True,manchester_properties_for_sale_mini.csv,90,"Land At Rowena Street, Bolton, Lancashire, BL3",Bl3,,53.558645,-2.404744,gcw29q,Land,Land for sale,0,FOR SALE BY AUCTION on 9 DECEMBER 2020 at Online Auction commencing at 09:00 prompt.,99,99.0,buy,COMMERCIAL_BUY,True,2,0,0,False,False,False,False,False,False,False,False,"Marketed by PUGH & COMPANY LIMITED, Newton-Le-Willows",PUGH & COMPANY LIMITED,Newton-Le-Willows,,,unknown,<50k,1.0986122886681098,E05000655
82563871,97f517bbcfd8b30e69e371d50fb0c621caa10e8a,True,manchester_properties_for_sale_mini.csv,3,"Louise Street, Smallbridge, OL12 9RT",Smallbridge,OL129RT,53.632546,-2.137368,gcw3p7,Terraced,1 bedroom terraced house for sale,1,MODERN METHOD OF AUCTION - RECENTLY UPDATED - IDEAL FOR FTB OR INVESTORS - LARGE LOUNGE & BEDROOM - CUL DE SAC LOCATION,50000,50000.0,buy,BUY,True,9,1,2,True,True,False,False,False,False,False,False,"by Martin & Co, Rochdale",Martin & Co,Rochdale,,,unknown,50–100k,4.302585092994046,E05000753
86696530,98dee34e34b56ae0d65242ad5a50c2312a071118,True,manchester_properties_for_sale_mini.csv,51,"Beaufort Street, Wigan, WN5",Wn5,,53.53667,-2.66203,gcw0e6,End of Terrace,3 bedroom end of terrace house for sale,3,For Sale By Public Auction on 3rd December 2020. Please note that the Auction will be an online auction via our website with Remote Bidding. You must pre-register to bid no later than 8am on Thursday 3rd December. For further information including viewing times and legal packs please visit...,35000,35000.0,buy,BUY,True,2,0,0,False,False,False,True,False,False,False,False,"by Taylor James Auctions LTD, Birmingham",Taylor James Auctions LTD,Birmingham,,,unknown,<50k,1.0986122886681098,E05000847
75352665,9aacadd1e8f833e0a3b361357acea5a08e495cd4,True,manchester_properties_for_sale_mini.csv,83,"115a Montgomery House, Demesne Road, Manchester, M16 8PH",Manchester,M168PH,53.448456,-2.246984,gcw2hc,Flat,1 bedroom flat for sale,1,"For Sale By Public Auction 09 December 2020 A Leasehold Residential Investment Property Current Gross Income: £3,120 pa",7000,7000.0,buy,BUY,True,1,0,0,False,False,False,False,False,False,False,True,"by Bond Wolfe Auctions, Birmingham",Bond Wolfe Auctions,Birmingham,,,unknown,<50k,0.6931471805599453,E05000716
100118378,9e1c7b4eb8f96fd5282ebd2b2385afe0eb9eaaab,True,manchester_properties_for_sale_mini.csv,68,"Melton Road, Manchester, Greater Manchester, M8",M8,,53.51901,-2.24942,gcw2ky,Flat,1 bedroom flat for sale,1,Over 55's development. 45% Shared Ownership. Popular development in great location adjacent to Middleton Road and close to local amenities. 1st floor flat. 1 bedroom. Lounge. Kitchen. Bath/wc combined. Gas central heating. uPVC double glazing. Communal gardens. Outside store room. Vacant Possession.,24750,24750.0,buy,BUY,False,5,0,1,False,True,False,False,False,False,False,False,"by Aubrey Lee & Co, Blackley",Aubrey Lee & Co,Blackley,,,unknown,<50k,2.791759469228055,E05000698
